index,section size,weight,A,d,bf,tw,tf,bf to tf ratio,h to tw ratio,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,rts
1300,2L2-1/2X1-1/2X1/4LLBB,6.38,1.89,2.5,0,0,0,0,0,1.19,1.29,0.728,0.79,0.574,0.705,0.383,0.551,0,0,0
1301,2L2-1/2X1-1/2X1/4X3/8LLBB,6.38,1.89,2.5,0,0,0,0,0,1.19,1.29,0.728,0.79,0.902,1.06,0.535,0.691,0,0,0
1302,2L2-1/2X1-1/2X1/4X3/4LLBB,6.38,1.89,2.5,0,0,0,0,0,1.19,1.29,0.728,0.79,1.37,1.41,0.731,0.85,0,0,0
1303,2L2-1/2X1-1/2X3/16LLBB,4.88,1.45,2.5,0,0,0,0,0,0.928,0.994,0.56,0.8,0.424,0.502,0.283,0.541,0,0,0
1304,2L2-1/2X1-1/2X3/16X3/8LLBB,4.88,1.45,2.5,0,0,0,0,0,0.928,0.994,0.56,0.8,0.665,0.774,0.394,0.677,0,0,0
1305,2L2-1/2X1-1/2X3/16X3/4LLBB,4.88,1.45,2.5,0,0,0,0,0,0.928,0.994,0.56,0.8,1.01,1.05,0.539,0.833,0,0,0
1306,2L8X6X1SLBB,88.4,26.2,6,0,0,0,0,0,77.6,32.4,17.8,1.72,345,69.4,43.1,3.63,0,0,0
1307,2L8X6X1X3/8SLBB,88.4,26.2,6,0,0,0,0,0,77.6,32.4,17.8,1.72,372,74.3,45.4,3.77,0,0,0
1308,2L8X6X1X3/4SLBB,88.4,26.2,6,0,0,0,0,0,77.6,32.4,17.8,1.72,401,79.3,47.9,3.91,0,0,0
1309,2L8X6X7/8SLBB,78.2,23,6,0,0,0,0,0,69.8,28.7,15.9,1.74,300,59.8,37.5,3.61,0,0,0
1310,2L8X6X7/8X3/8SLBB,78.2,23,6,0,0,0,0,0,69.8,28.7,15.9,1.74,323,64.1,39.5,3.75,0,0,0
1311,2L8X6X7/8X3/4SLBB,78.2,23,6,0,0,0,0,0,69.8,28.7,15.9,1.74,348,68.4,41.6,3.89,0,0,0
1312,2L8X6X3/4SLBB,67.6,20,6,0,0,0,0,0,61.5,24.9,13.8,1.75,258,50.9,32.2,3.59,0,0,0
1313,2L8X6X3/4X3/8SLBB,67.6,20,6,0,0,0,0,0,61.5,24.9,13.8,1.75,277,54.7,33.8,3.72,0,0,0
1314,2L8X6X3/4X3/4SLBB,67.6,20,6,0,0,0,0,0,61.5,24.9,13.8,1.75,298,58.4,35.6,3.86,0,0,0
1315,2L8X6X5/8SLBB,57,16.8,6,0,0,0,0,0,52.8,21,11.8,1.77,214,42,26.8,3.57,0,0,0
1316,2L8X6X5/8X3/8SLBB,57,16.8,6,0,0,0,0,0,52.8,21,11.8,1.77,230,45.2,28.1,3.7,0,0,0
1317,2L8X6X5/8X3/4SLBB,57,16.8,6,0,0,0,0,0,52.8,21,11.8,1.77,248,48.4,29.6,3.84,0,0,0
1318,2L8X6X9/16SLBB,51.4,15.2,6,0,0,0,0,0,48.2,19,10.7,1.78,192,37.7,24,3.55,0,0,0
1319,2L8X6X9/16X3/8SLBB,51.4,15.2,6,0,0,0,0,0,48.2,19,10.7,1.78,207,40.6,25.3,3.69,0,0,0
1320,2L8X6X9/16X3/4SLBB,51.4,15.2,6,0,0,0,0,0,48.2,19,10.7,1.78,223,43.5,26.6,3.83,0,0,0
1321,2L8X6X1/2SLBB,46,13.6,6,0,0,0,0,0,43.5,17,9.58,1.79,170,33.5,21.2,3.54,0,0,0
1322,2L8X6X1/2X3/8SLBB,46,13.6,6,0,0,0,0,0,43.5,17,9.58,1.79,184,36,22.5,3.68,0,0,0
1323,2L8X6X1/2X3/4SLBB,46,13.6,6,0,0,0,0,0,43.5,17,9.58,1.79,197,38.6,23.5,3.81,0,0,0
1324,2L8X6X7/16SLBB,40.4,12,6,0,0,0,0,0,38.6,15,8.46,1.8,150,29.1,18.8,3.53,0,0,0
1325,2L8X6X7/16X3/8SLBB,40.4,12,6,0,0,0,0,0,38.6,15,8.46,1.8,161,31.4,19.7,3.66,0,0,0
1326,2L8X6X7/16X3/4SLBB,40.4,12,6,0,0,0,0,0,38.6,15,8.46,1.8,173,33.6,20.7,3.8,0,0,0
1327,2L8X4X1SLBB,74.8,22.2,4,0,0,0,0,0,23.3,15.5,7.87,1.03,345,67.3,43.1,3.94,0,0,0
1328,2L8X4X1X3/8SLBB,74.8,22.2,4,0,0,0,0,0,23.3,15.5,7.87,1.03,370,71.4,45.2,4.08,0,0,0
1329,2L8X4X1X3/4SLBB,74.8,22.2,4,0,0,0,0,0,23.3,15.5,7.87,1.03,397,75.6,47.4,4.23,0,0,0
1330,2L8X4X7/8SLBB,66.2,19.6,4,0,0,0,0,0,21.1,13.5,7.02,1.04,300,58.5,37.5,3.91,0,0,0
1331,2L8X4X7/8X3/8SLBB,66.2,19.6,4,0,0,0,0,0,21.1,13.5,7.02,1.04,323,62.2,39.5,4.06,0,0,0
1332,2L8X4X7/8X3/4SLBB,66.2,19.6,4,0,0,0,0,0,21.1,13.5,7.02,1.04,347,65.9,41.4,4.21,0,0,0
1333,2L8X4X3/4SLBB,57.4,17,4,0,0,0,0,0,18.7,11.6,6.14,1.05,257,49.9,32.1,3.89,0,0,0
1334,2L8X4X3/4X3/8SLBB,57.4,17,4,0,0,0,0,0,18.7,11.6,6.14,1.05,276,53.1,33.7,4.03,0,0,0
1335,2L8X4X3/4X3/4SLBB,57.4,17,4,0,0,0,0,0,18.7,11.6,6.14,1.05,297,56.3,35.5,4.18,0,0,0
1336,2L8X4X5/8SLBB,48.4,14.3,4,0,0,0,0,0,16.2,9.73,5.23,1.06,213,41.4,26.6,3.86,0,0,0
1337,2L8X4X5/8X3/8SLBB,48.4,14.3,4,0,0,0,0,0,16.2,9.73,5.23,1.06,229,44.1,28,4,0,0,0
1338,2L8X4X5/8X3/4SLBB,48.4,14.3,4,0,0,0,0,0,16.2,9.73,5.23,1.06,246,46.8,29.4,4.15,0,0,0
1339,2L8X4X9/16SLBB,43.8,13,4,0,0,0,0,0,14.9,8.77,4.77,1.07,193,37.1,24.1,3.85,0,0,0
1340,2L8X4X9/16X3/8SLBB,43.8,13,4,0,0,0,0,0,14.9,8.77,4.77,1.07,207,39.6,25.3,3.99,0,0,0
1341,2L8X4X9/16X3/4SLBB,43.8,13,4,0,0,0,0,0,14.9,8.77,4.77,1.07,222,42,26.5,4.13,0,0,0
1342,2L8X4X1/2SLBB,39.2,11.6,4,0,0,0,0,0,13.5,7.81,4.29,1.08,170,32.9,21.2,3.83,0,0,0
1343,2L8X4X1/2X3/8SLBB,39.2,11.6,4,0,0,0,0,0,13.5,7.81,4.29,1.08,183,35.1,22.4,3.97,0,0,0
1344,2L8X4X1/2X3/4SLBB,39.2,11.6,4,0,0,0,0,0,13.5,7.81,4.29,1.08,197,37.3,23.5,4.12,0,0,0
1345,2L8X4X7/16SLBB,34.4,10.2,4,0,0,0,0,0,12.1,6.85,3.81,1.09,149,28.7,18.6,3.82,0,0,0
1346,2L8X4X7/16X3/8SLBB,34.4,10.2,4,0,0,0,0,0,12.1,6.85,3.81,1.09,160,30.6,19.5,3.96,0,0,0
1347,2L8X4X7/16X3/4SLBB,34.4,10.2,4,0,0,0,0,0,12.1,6.85,3.81,1.09,171,32.6,20.4,4.1,0,0,0
1348,2L7X4X3/4SLBB,52.4,15.5,4,0,0,0,0,0,18,11.2,6.01,1.08,173,38.7,24.7,3.34,0,0,0
1349,2L7X4X3/4X3/8SLBB,52.4,15.5,4,0,0,0,0,0,18,11.2,6.01,1.08,188,41.6,26.2,3.48,0,0,0
1350,2L7X4X3/4X3/4SLBB,52.4,15.5,4,0,0,0,0,0,18,11.2,6.01,1.08,204,44.5,27.7,3.63,0,0,0
1351,2L7X4X5/8SLBB,44.2,13,4,0,0,0,0,0,15.6,9.38,5.12,1.1,142,31.8,20.3,3.31,0,0,0
1352,2L7X4X5/8X3/8SLBB,44.2,13,4,0,0,0,0,0,15.6,9.38,5.12,1.1,156,34.3,21.7,3.46,0,0,0
1353,2L7X4X5/8X3/4SLBB,44.2,13,4,0,0,0,0,0,15.6,9.38,5.12,1.1,168,36.7,22.8,3.6,0,0,0
1354,2L7X4X1/2SLBB,35.8,10.5,4,0,0,0,0,0,13,7.54,4.2,1.11,114,25.2,16.3,3.29,0,0,0
1355,2L7X4X1/2X3/8SLBB,35.8,10.5,4,0,0,0,0,0,13,7.54,4.2,1.11,124,27.2,17.3,3.43,0,0,0
1356,2L7X4X1/2X3/4SLBB,35.8,10.5,4,0,0,0,0,0,13,7.54,4.2,1.11,134,29.2,18.2,3.57,0,0,0
1357,2L7X4X7/16SLBB,31.4,9.26,4,0,0,0,0,0,11.6,6.61,3.72,1.12,99.6,22,14.2,3.28,0,0,0
1358,2L7X4X7/16X3/8SLBB,31.4,9.26,4,0,0,0,0,0,11.6,6.61,3.72,1.12,108,23.8,15,3.42,0,0,0
1359,2L7X4X7/16X3/4SLBB,31.4,9.26,4,0,0,0,0,0,11.6,6.61,3.72,1.12,117,25.5,15.9,3.56,0,0,0
1360,2L7X4X3/8SLBB,27.2,8,4,0,0,0,0,0,10.1,5.68,3.22,1.12,85,18.8,12.1,3.26,0,0,0
1361,2L7X4X3/8X3/8SLBB,27.2,8,4,0,0,0,0,0,10.1,5.68,3.22,1.12,92.5,20.3,12.9,3.4,0,0,0
1362,2L7X4X3/8X3/4SLBB,27.2,8,4,0,0,0,0,0,10.1,5.68,3.22,1.12,100,21.8,13.6,3.54,0,0,0
1363,2L6X4X7/8SLBB,54.4,16,4,0,0,0,0,0,19.4,12.5,6.74,1.1,127,33.9,21.2,2.82,0,0,0
1364,2L6X4X7/8X3/8SLBB,54.4,16,4,0,0,0,0,0,19.4,12.5,6.74,1.1,140,36.9,22.6,2.96,0,0,0
1365,2L6X4X7/8X3/4SLBB,54.4,16,4,0,0,0,0,0,19.4,12.5,6.74,1.1,155,39.9,24.3,3.11,0,0,0
1366,2L6X4X3/4SLBB,47.2,13.9,4,0,0,0,0,0,17.3,10.8,5.9,1.12,109,28.7,18.2,2.8,0,0,0
1367,2L6X4X3/4X3/8SLBB,47.2,13.9,4,0,0,0,0,0,17.3,10.8,5.9,1.12,120,31.3,19.4,2.94,0,0,0
1368,2L6X4X3/4X3/4SLBB,47.2,13.9,4,0,0,0,0,0,17.3,10.8,5.9,1.12,132,33.9,20.7,3.08,0,0,0
1369,2L6X4X5/8SLBB,40,11.7,4,0,0,0,0,0,15,9.13,5.03,1.13,89.8,23.8,15,2.77,0,0,0
1370,2L6X4X5/8X3/8SLBB,40,11.7,4,0,0,0,0,0,15,9.13,5.03,1.13,99.1,26,16,2.91,0,0,0
1371,2L6X4X5/8X3/4SLBB,40,11.7,4,0,0,0,0,0,15,9.13,5.03,1.13,110,28.2,17.3,3.06,0,0,0
1372,2L6X4X9/16SLBB,36.2,10.6,4,0,0,0,0,0,13.7,8.26,4.58,1.14,80.7,21.2,13.4,2.76,0,0,0
1373,2L6X4X9/16X3/8SLBB,36.2,10.6,4,0,0,0,0,0,13.7,8.26,4.58,1.14,89.1,23.2,14.4,2.9,0,0,0
1374,2L6X4X9/16X3/4SLBB,36.2,10.6,4,0,0,0,0,0,13.7,8.26,4.58,1.14,98,25.2,15.4,3.04,0,0,0
1375,2L6X4X1/2SLBB,32.4,9.5,4,0,0,0,0,0,12.4,7.38,4.12,1.14,71.8,18.8,12,2.75,0,0,0
1376,2L6X4X1/2X3/8SLBB,32.4,9.5,4,0,0,0,0,0,12.4,7.38,4.12,1.14,79.3,20.6,12.8,2.89,0,0,0
1377,2L6X4X1/2X3/4SLBB,32.4,9.5,4,0,0,0,0,0,12.4,7.38,4.12,1.14,87.2,22.4,13.7,3.03,0,0,0
1378,2L6X4X7/16SLBB,28.6,8.36,4,0,0,0,0,0,11.1,6.49,3.65,1.15,62.8,16.3,10.5,2.74,0,0,0
1379,2L6X4X7/16X3/8SLBB,28.6,8.36,4,0,0,0,0,0,11.1,6.49,3.65,1.15,69.3,17.9,11.2,2.88,0,0,0
1380,2L6X4X7/16X3/4SLBB,28.6,8.36,4,0,0,0,0,0,11.1,6.49,3.65,1.15,76.2,19.4,12,3.02,0,0,0
1381,2L6X4X3/8SLBB,24.6,7.22,4,0,0,0,0,0,9.72,5.58,3.17,1.16,53.8,13.9,8.97,2.73,0,0,0
1382,2L6X4X3/8X3/8SLBB,24.6,7.22,4,0,0,0,0,0,9.72,5.58,3.17,1.16,59.1,15.3,9.55,2.86,0,0,0
1383,2L6X4X3/8X3/4SLBB,24.6,7.22,4,0,0,0,0,0,9.72,5.58,3.17,1.16,65,16.6,10.2,3,0,0,0
1384,2L6X4X5/16SLBB,20.6,6.06,4,0,0,0,0,0,8.26,4.67,2.67,1.17,44.8,11.5,7.47,2.72,0,0,0
1385,2L6X4X5/16X3/8SLBB,20.6,6.06,4,0,0,0,0,0,8.26,4.67,2.67,1.17,49.2,12.7,7.95,2.85,0,0,0
1386,2L6X4X5/16X3/4SLBB,20.6,6.06,4,0,0,0,0,0,8.26,4.67,2.67,1.17,54.2,13.8,8.5,2.99,0,0,0
1387,2L6X3-1/2X1/2SLBB,30.6,9,3.5,0,0,0,0,0,8.47,5.77,3.17,0.968,71.6,18.6,11.9,2.82,0,0,0
1388,2L6X3-1/2X1/2X3/8SLBB,30.6,9,3.5,0,0,0,0,0,8.47,5.77,3.17,0.968,78.9,20.3,12.8,2.96,0,0,0
1389,2L6X3-1/2X1/2X3/4SLBB,30.6,9,3.5,0,0,0,0,0,8.47,5.77,3.17,0.968,87,22,13.6,3.11,0,0,0
1390,2L6X3-1/2X3/8SLBB,23.4,6.88,3.5,0,0,0,0,0,6.65,4.36,2.45,0.984,53.9,13.9,8.98,2.8,0,0,0
1391,2L6X3-1/2X3/8X3/8SLBB,23.4,6.88,3.5,0,0,0,0,0,6.65,4.36,2.45,0.984,59.5,15.2,9.62,2.94,0,0,0
1392,2L6X3-1/2X3/8X3/4SLBB,23.4,6.88,3.5,0,0,0,0,0,6.65,4.36,2.45,0.984,65.3,16.5,10.2,3.08,0,0,0
1393,2L6X3-1/2X5/16SLBB,19.6,5.78,3.5,0,0,0,0,0,5.68,3.65,2.07,0.991,44.7,11.6,7.45,2.78,0,0,0
1394,2L6X3-1/2X5/16X3/8SLBB,19.6,5.78,3.5,0,0,0,0,0,5.68,3.65,2.07,0.991,49.3,12.6,7.97,2.92,0,0,0
1395,2L6X3-1/2X5/16X3/4SLBB,19.6,5.78,3.5,0,0,0,0,0,5.68,3.65,2.07,0.991,54.1,13.7,8.49,3.06,0,0,0
1396,2L5X3-1/2X3/4SLBB,39.6,11.7,3.5,0,0,0,0,0,11,8.13,4.4,0.974,63.5,20.4,12.7,2.33,0,0,0
1397,2L5X3-1/2X3/4X3/8SLBB,39.6,11.7,3.5,0,0,0,0,0,11,8.13,4.4,0.974,71.4,22.6,13.8,2.47,0,0,0
1398,2L5X3-1/2X3/4X3/4SLBB,39.6,11.7,3.5,0,0,0,0,0,11,8.13,4.4,0.974,80.3,24.7,14.9,2.62,0,0,0
1399,2L5X3-1/2X5/8SLBB,33.6,9.86,3.5,0,0,0,0,0,9.6,6.87,3.76,0.987,52.2,16.7,10.4,2.3,0,0,0
1400,2L5X3-1/2X5/8X3/8SLBB,33.6,9.86,3.5,0,0,0,0,0,9.6,6.87,3.76,0.987,59.2,18.5,11.4,2.45,0,0,0
1401,2L5X3-1/2X5/8X3/4SLBB,33.6,9.86,3.5,0,0,0,0,0,9.6,6.87,3.76,0.987,66.1,20.4,12.3,2.59,0,0,0
1402,2L5X3-1/2X1/2SLBB,27.2,8,3.5,0,0,0,0,0,8.04,5.57,3.09,1,41.6,13.2,8.32,2.28,0,0,0
1403,2L5X3-1/2X1/2X3/8SLBB,27.2,8,3.5,0,0,0,0,0,8.04,5.57,3.09,1,46.9,14.7,9.04,2.42,0,0,0
1404,2L5X3-1/2X1/2X3/4SLBB,27.2,8,3.5,0,0,0,0,0,8.04,5.57,3.09,1,52.8,16.2,9.82,2.57,0,0,0
1405,2L5X3-1/2X3/8SLBB,20.8,6.1,3.5,0,0,0,0,0,6.31,4.23,2.38,1.02,31.2,9.76,6.24,2.26,0,0,0
1406,2L5X3-1/2X3/8X3/8SLBB,20.8,6.1,3.5,0,0,0,0,0,6.31,4.23,2.38,1.02,34.8,10.9,6.71,2.39,0,0,0
1407,2L5X3-1/2X3/8X3/4SLBB,20.8,6.1,3.5,0,0,0,0,0,6.31,4.23,2.38,1.02,39.4,12,7.33,2.54,0,0,0
1408,2L5X3-1/2X5/16SLBB,17.4,5.12,3.5,0,0,0,0,0,5.38,3.55,2.01,1.02,25.9,8.04,5.18,2.25,0,0,0
1409,2L5X3-1/2X5/16X3/8SLBB,17.4,5.12,3.5,0,0,0,0,0,5.38,3.55,2.01,1.02,29,9,5.59,2.38,0,0,0
1410,2L5X3-1/2X5/16X3/4SLBB,17.4,5.12,3.5,0,0,0,0,0,5.38,3.55,2.01,1.02,32.5,9.96,6.05,2.52,0,0,0
1411,2L5X3-1/2X1/4SLBB,14,4.14,3.5,0,0,0,0,0,4.4,2.85,1.63,1.03,20.6,6.42,4.12,2.23,0,0,0
1412,2L5X3-1/2X1/4X3/8SLBB,14,4.14,3.5,0,0,0,0,0,4.4,2.85,1.63,1.03,23.3,7.19,4.49,2.37,0,0,0
1413,2L5X3-1/2X1/4X3/4SLBB,14,4.14,3.5,0,0,0,0,0,4.4,2.85,1.63,1.03,26.1,7.97,4.86,2.51,0,0,0
1414,2L5X3X1/2SLBB,25.6,7.5,3,0,0,0,0,0,5.1,4.15,2.26,0.824,41.4,13,8.28,2.35,0,0,0
1415,2L5X3X1/2X3/8SLBB,25.6,7.5,3,0,0,0,0,0,5.1,4.15,2.26,0.824,46.9,14.5,9.04,2.5,0,0,0
1416,2L5X3X1/2X3/4SLBB,25.6,7.5,3,0,0,0,0,0,5.1,4.15,2.26,0.824,52.3,15.9,9.73,2.64,0,0,0
1417,2L5X3X7/16SLBB,22.6,6.62,3,0,0,0,0,0,4.58,3.65,2.01,0.831,36.2,11.4,7.24,2.34,0,0,0
1418,2L5X3X7/16X3/8SLBB,22.6,6.62,3,0,0,0,0,0,4.58,3.65,2.01,0.831,40.7,12.6,7.85,2.48,0,0,0
1419,2L5X3X7/16X3/4SLBB,22.6,6.62,3,0,0,0,0,0,4.58,3.65,2.01,0.831,45.8,13.9,8.52,2.63,0,0,0
1420,2L5X3X3/8SLBB,19.6,5.72,3,0,0,0,0,0,4.02,3.14,1.75,0.838,31.1,9.67,6.22,2.33,0,0,0
1421,2L5X3X3/8X3/8SLBB,19.6,5.72,3,0,0,0,0,0,4.02,3.14,1.75,0.838,34.9,10.7,6.73,2.47,0,0,0
1422,2L5X3X3/8X3/4SLBB,19.6,5.72,3,0,0,0,0,0,4.02,3.14,1.75,0.838,39.3,11.8,7.31,2.62,0,0,0
1423,2L5X3X5/16SLBB,16.4,4.82,3,0,0,0,0,0,3.44,2.62,1.48,0.846,25.9,8.05,5.18,2.32,0,0,0
1424,2L5X3X5/16X3/8SLBB,16.4,4.82,3,0,0,0,0,0,3.44,2.62,1.48,0.846,29.2,8.95,5.63,2.46,0,0,0
1425,2L5X3X5/16X3/4SLBB,16.4,4.82,3,0,0,0,0,0,3.44,2.62,1.48,0.846,32.6,9.86,6.07,2.6,0,0,0
1426,2L5X3X1/4SLBB,13.2,3.88,3,0,0,0,0,0,2.82,2.1,1.2,0.853,20.5,6.36,4.1,2.3,0,0,0
1427,2L5X3X1/4X3/8SLBB,13.2,3.88,3,0,0,0,0,0,2.82,2.1,1.2,0.853,23.1,7.09,4.45,2.44,0,0,0
1428,2L5X3X1/4X3/4SLBB,13.2,3.88,3,0,0,0,0,0,2.82,2.1,1.2,0.853,25.8,7.82,4.8,2.58,0,0,0
1429,2L4X3-1/2X1/2SLBB,23.8,7,3.5,0,0,0,0,0,7.53,5.39,3,1.04,21.4,8.68,5.35,1.75,0,0,0
1430,2L4X3-1/2X1/2X3/8SLBB,23.8,7,3.5,0,0,0,0,0,7.53,5.39,3,1.04,25,9.99,5.97,1.89,0,0,0
1431,2L4X3-1/2X1/2X3/4SLBB,23.8,7,3.5,0,0,0,0,0,7.53,5.39,3,1.04,28.8,11.3,6.58,2.03,0,0,0
1432,2L4X3-1/2X3/8SLBB,18.2,5.36,3.5,0,0,0,0,0,5.92,4.13,2.32,1.05,16,6.43,4,1.73,0,0,0
1433,2L4X3-1/2X3/8X3/8SLBB,18.2,5.36,3.5,0,0,0,0,0,5.92,4.13,2.32,1.05,18.5,7.44,4.42,1.86,0,0,0
1434,2L4X3-1/2X3/8X3/4SLBB,18.2,5.36,3.5,0,0,0,0,0,5.92,4.13,2.32,1.05,21.4,8.44,4.89,2,0,0,0
1435,2L4X3-1/2X5/16SLBB,15.4,4.5,3.5,0,0,0,0,0,5.05,3.48,1.96,1.06,13.3,5.26,3.32,1.72,0,0,0
1436,2L4X3-1/2X5/16X3/8SLBB,15.4,4.5,3.5,0,0,0,0,0,5.05,3.48,1.96,1.06,15.4,6.11,3.68,1.85,0,0,0
1437,2L4X3-1/2X5/16X3/4SLBB,15.4,4.5,3.5,0,0,0,0,0,5.05,3.48,1.96,1.06,17.8,6.95,4.07,1.99,0,0,0
1438,2L4X3-1/2X1/4SLBB,12.4,3.64,3.5,0,0,0,0,0,4.13,2.8,1.59,1.07,10.5,4.15,2.62,1.7,0,0,0
1439,2L4X3-1/2X1/4X3/8SLBB,12.4,3.64,3.5,0,0,0,0,0,4.13,2.8,1.59,1.07,12.2,4.83,2.91,1.83,0,0,0
1440,2L4X3-1/2X1/4X3/4SLBB,12.4,3.64,3.5,0,0,0,0,0,4.13,2.8,1.59,1.07,14.1,5.51,3.22,1.97,0,0,0
1441,2L4X3X5/8SLBB,27.2,7.98,3,0,0,0,0,0,5.7,4.9,2.67,0.845,27,10.9,6.75,1.84,0,0,0
1442,2L4X3X5/8X3/8SLBB,27.2,7.98,3,0,0,0,0,0,5.7,4.9,2.67,0.845,31.3,12.4,7.47,1.98,0,0,0
1443,2L4X3X5/8X3/4SLBB,27.2,7.98,3,0,0,0,0,0,5.7,4.9,2.67,0.845,36.2,13.9,8.27,2.13,0,0,0
1444,2L4X3X1/2SLBB,22.2,6.5,3,0,0,0,0,0,4.79,3.99,2.2,0.858,21.3,8.58,5.32,1.81,0,0,0
1445,2L4X3X1/2X3/8SLBB,22.2,6.5,3,0,0,0,0,0,4.79,3.99,2.2,0.858,24.7,9.8,5.9,1.95,0,0,0
1446,2L4X3X1/2X3/4SLBB,22.2,6.5,3,0,0,0,0,0,4.79,3.99,2.2,0.858,28.7,11,6.56,2.1,0,0,0
1447,2L4X3X3/8SLBB,17,4.98,3,0,0,0,0,0,3.79,3.04,1.7,0.873,16,6.32,4,1.79,0,0,0
1448,2L4X3X3/8X3/8SLBB,17,4.98,3,0,0,0,0,0,3.79,3.04,1.7,0.873,18.6,7.26,4.44,1.93,0,0,0
1449,2L4X3X3/8X3/4SLBB,17,4.98,3,0,0,0,0,0,3.79,3.04,1.7,0.873,21.3,8.19,4.87,2.07,0,0,0
1450,2L4X3X5/16SLBB,14.4,4.18,3,0,0,0,0,0,3.24,2.56,1.44,0.88,13.2,5.22,3.3,1.78,0,0,0
1451,2L4X3X5/16X3/8SLBB,14.4,4.18,3,0,0,0,0,0,3.24,2.56,1.44,0.88,15.2,6.01,3.63,1.91,0,0,0
1452,2L4X3X5/16X3/4SLBB,14.4,4.18,3,0,0,0,0,0,3.24,2.56,1.44,0.88,17.7,6.79,4.05,2.06,0,0,0
1453,2L4X3X1/4SLBB,11.6,3.38,3,0,0,0,0,0,2.66,2.06,1.17,0.887,10.5,4.12,2.62,1.76,0,0,0
1454,2L4X3X1/4X3/8SLBB,11.6,3.38,3,0,0,0,0,0,2.66,2.06,1.17,0.887,12.2,4.76,2.91,1.9,0,0,0
1455,2L4X3X1/4X3/4SLBB,11.6,3.38,3,0,0,0,0,0,2.66,2.06,1.17,0.887,14.1,5.39,3.22,2.04,0,0,0
1456,2L3-1/2X3X1/2SLBB,20.4,6.04,3,0,0,0,0,0,4.65,3.94,2.18,0.877,14.5,6.76,4.14,1.55,0,0,0
1457,2L3-1/2X3X1/2X3/8SLBB,20.4,6.04,3,0,0,0,0,0,4.65,3.94,2.18,0.877,17.3,7.9,4.69,1.69,0,0,0
1458,2L3-1/2X3X1/2X3/4SLBB,20.4,6.04,3,0,0,0,0,0,4.65,3.94,2.18,0.877,20.4,9.03,5.26,1.84,0,0,0
1459,2L3-1/2X3X7/16SLBB,18.2,5.34,3,0,0,0,0,0,4.18,3.49,1.94,0.885,12.7,5.82,3.63,1.54,0,0,0
1460,2L3-1/2X3X7/16X3/8SLBB,18.2,5.34,3,0,0,0,0,0,4.18,3.49,1.94,0.885,14.9,6.82,4.04,1.67,0,0,0
1461,2L3-1/2X3X7/16X3/4SLBB,18.2,5.34,3,0,0,0,0,0,4.18,3.49,1.94,0.885,17.7,7.82,4.57,1.82,0,0,0
1462,2L3-1/2X3X3/8SLBB,15.8,4.64,3,0,0,0,0,0,3.69,3.04,1.69,0.892,10.7,4.96,3.06,1.52,0,0,0
1463,2L3-1/2X3X3/8X3/8SLBB,15.8,4.64,3,0,0,0,0,0,3.69,3.04,1.69,0.892,12.8,5.83,3.47,1.66,0,0,0
1464,2L3-1/2X3X3/8X3/4SLBB,15.8,4.64,3,0,0,0,0,0,3.69,3.04,1.69,0.892,15.2,6.7,3.92,1.81,0,0,0
1465,2L3-1/2X3X5/16SLBB,13.2,3.9,3,0,0,0,0,0,3.16,2.56,1.44,0.9,8.89,4.1,2.54,1.51,0,0,0
1466,2L3-1/2X3X5/16X3/8SLBB,13.2,3.9,3,0,0,0,0,0,3.16,2.56,1.44,0.9,10.6,4.83,2.87,1.65,0,0,0
1467,2L3-1/2X3X5/16X3/4SLBB,13.2,3.9,3,0,0,0,0,0,3.16,2.56,1.44,0.9,12.5,5.56,3.23,1.79,0,0,0
1468,2L3-1/2X3X1/4SLBB,10.8,3.16,3,0,0,0,0,0,2.61,2.08,1.17,0.908,7.11,3.22,2.03,1.5,0,0,0
1469,2L3-1/2X3X1/4X3/8SLBB,10.8,3.16,3,0,0,0,0,0,2.61,2.08,1.17,0.908,8.4,3.82,2.28,1.63,0,0,0
1470,2L3-1/2X3X1/4X3/4SLBB,10.8,3.16,3,0,0,0,0,0,2.61,2.08,1.17,0.908,10,4.41,2.58,1.78,0,0,0
1471,2L3-1/2X2-1/2X1/2SLBB,18.8,5.54,2.5,0,0,0,0,0,2.72,2.78,1.51,0.701,14.5,6.65,4.14,1.62,0,0,0
1472,2L3-1/2X2-1/2X1/2X3/8SLBB,18.8,5.54,2.5,0,0,0,0,0,2.72,2.78,1.51,0.701,17.2,7.69,4.66,1.76,0,0,0
1473,2L3-1/2X2-1/2X1/2X3/4SLBB,18.8,5.54,2.5,0,0,0,0,0,2.72,2.78,1.51,0.701,20.2,8.73,5.21,1.91,0,0,0
1474,2L3-1/2X2-1/2X3/8SLBB,14.4,4.24,2.5,0,0,0,0,0,2.17,2.13,1.18,0.716,10.7,4.88,3.06,1.59,0,0,0
1475,2L3-1/2X2-1/2X3/8X3/8SLBB,14.4,4.24,2.5,0,0,0,0,0,2.17,2.13,1.18,0.716,12.7,5.67,3.44,1.73,0,0,0
1476,2L3-1/2X2-1/2X3/8X3/4SLBB,14.4,4.24,2.5,0,0,0,0,0,2.17,2.13,1.18,0.716,15,6.47,3.87,1.88,0,0,0
1477,2L3-1/2X2-1/2X5/16SLBB,12.2,3.58,2.5,0,0,0,0,0,1.87,1.8,1,0.723,8.94,4.05,2.55,1.58,0,0,0
